alvo,tag_alvo,tag_dependente_prevalente,amostra_termos,sentenca_media_hdbscan
deus,PROPN,VERB | conj,"['falar', 'ter', 'dar', 'fazer', 'abençoar', 'saber', 'pedir', 'usar', 'responder', 'poder']","E, falando sobre intercessão, eu queria convidar esse povo, aqui agora, a orar conosco e entender, fazer os entender pelo Espírito de Deus, porque só ele pode nos levar esse entendimento de que, sim, a sua oração, irmãzinha, você aí, ó que tá aí do outro lado agora pensando Poxa, Camila, mas Deus vai ouvir a minha oração e ela foi uma oração de alguém que tem procurado né caminhar em retidão diante do Senhor."
deus,PROPN,NOUN | nsubj,"['palavra', 'senhor', 'amor', 'glória', 'pai', 'povo', 'propósito', 'presença', 'espírito', 'poder']","E nesse momento eu quero que as pessoas que estão em casa, os intercessores- temos cristãos, temos pessoas que não são cristãs, temos visitantes- que o espírito santo de Deus possa tocar no seu coração e que nessa noite algo novo possa acontecer na sua vida, que você possa ter uma experiência sobrenatural com a presença do nosso Deus."
deus,PROPN,VERB | ccomp,"['ter', 'abençoar', 'dar', 'poder', 'fazer', 'levantar', 'falar', 'querer', 'usar', 'chamar']","Eu creio que essa palavra, ela é muito atual aos nossos corações porque eu creio que Deus, ele chamando sua igreja, o seu povo, para um tempo de arrependimento, se nós declaramos que essa nação é majoritariamente cristã e temos visto tantas coisas contrárias à vontade do nosso Deus, eu creio que esse momento de nós estamos cada vez mais arrependidos perante o senhor e pedindo a ele que venha trazer tempos de refrigério, tem mistão, para Que Deus traga mais prova, para que ele fique mais firme do Senhor."
deus,PROPN,PROPN | ROOT,"['glória', 'deus', 'senhor', 'ó', 'amém', 'amor', 'jesus', 'nosso', 'música', 'tu']",Glória a Deus.
deus,PROPN,AUX | cop,"['ser', 'estar', 'somos', 'tar', 'és', 'tô']","Agora, esse propósito de jejum e oração é para isso, Deus, nós nos rendemos a ti, nós declaramos que o senhor é o Deus dessa nação, que o senhor é o Deus do Brasil."
deus,PROPN,NOUN | ROOT,"['glóriar', 'palavra', 'amor', 'glória', 'senhor', 'pai', 'nome', 'povo', 'filha', 'vida']","Glória a Deus, glória a Deus."
deus,PROPN,NOUN | conj,"['glória', 'glóriar', 'homem', 'mulher', 'poder', 'família', 'palavra', 'paz', 'pessoa', 'milhar']","Eu também passei por muita doutrinação, na escola, no ensino médio, na universidade, e graças a Deus não falo isso aqui para poder ficar me esnobando, não, mas graças a Deus hoje eu sou deputado, me voltado do Brasil e é porque eu não recuei nenhum milímetro daquilo que eu acreditava, nem para professor nem para ninguém, porque eu sei o que que essa galera sofre de pressão dentro de sala de aula."
deus,PROPN,ADP | det,"['a', 'o', 'ó']","Porque não foi também de um dia pro outro, mas então assim, graças a Deus, a gente tem, enfim, muito que aprender aí."
deus,PROPN,ADV | case,"['graças', 'diante', 'como']","Porque não foi também de um dia pro outro, mas então assim, graças a Deus, a gente tem, enfim, muito que aprender aí."
deus,PROPN,NOUN | obl,"['amor', 'palavra', 'vontade', 'presença', 'mão', 'casa', 'coração', 'povo', 'nome', 'glória']","Eu creio que essa palavra, ela é muito atual aos nossos corações porque eu creio que Deus, ele chamando sua igreja, o seu povo, para um tempo de arrependimento, se nós declaramos que essa nação é majoritariamente cristã e temos visto tantas coisas contrárias à vontade do nosso Deus, eu creio que esse momento de nós estamos cada vez mais arrependidos perante o senhor e pedindo a ele que venha trazer tempos de refrigério, tem mistão, para Que Deus traga mais prova, para que ele fique mais firme do Senhor."
deus,PROPN,ADV | advmod,"['não', 'graças', 'agora', 'aqui', 'só', 'aí', 'também', 'assim', 'então', 'ali']","Que todo desânimo estava aí, toda falta de esperança seja jogada por terra, pai, para que a sua família seja uma família que seja, sabe Deus, uma família de apoio, para que ela deu sua esposa também seja fortalecida, sabe Deus, no teu espírito ao pai, para que ser essa meu Deus, Filhos a Deus, Filhos que sejam luz a Deus e venha só Deus também ser como auxílio também para o seu pai."
deus,PROPN,PROPN | nsubj,"['senhor', 'deus', 'glória', 'espírito', 'amor', 'filho', 'amém', 'música', 'jeová', 'boa']","Que todo desânimo estava aí, toda falta de esperança seja jogada por terra, pai, para que a sua família seja uma família que seja, sabe Deus, uma família de apoio, para que ela deu sua esposa também seja fortalecida, sabe Deus, no teu espírito ao pai, para que ser essa meu Deus, Filhos a Deus, Filhos que sejam luz a Deus e venha só Deus também ser como auxílio também para o seu pai."
deus,PROPN,VERB | xcomp,"['adorar', 'fazer', 'mudar', 'falar', 'colocar', 'suplicar', 'orar', 'agradecer', 'ter', 'agir']","Eh, hoje JB literalmente saiu da ministração e veio aqui, a gente aguardou um pouquinho até que ele pudesse aqui entrar e graças a Deus por tudo."
deus,PROPN,PROPN | nmod,"['poder', 'deus', 'jacó', 'jesus', 'reino', 'espírito', 'povo', 'amor', 'abraão', 'brasil']","Nos últimos dias sobrevirão tempos terríveis porque os homens com aparência de piedade, toda via negando o seu real poder, a faixa de importante desses também, o mesmo Deus do amor é o Deus da Ira."
deus,PROPN,PROPN | conj,"['deus', 'ó', 'senhor', 'pátria', 'aleluia', 'espírito', 'poder', 'jesus', 'glória', 'padre']","Deus, Espírito Santo, incomoda agora o coração dessa mulher a Deus, para que ela seja constrangida com o teu amor."
deus,PROPN,CCONJ | cc,"['e', 'mas', 'ou', 'ai']","Porque não foi também de um dia pro outro, mas então assim, graças a Deus, a gente tem, enfim, muito que aprender aí."
deus,PROPN,VERB | acl,"['usar', 'falar', 'pedir', 'escolher', 'conhecer', 'ver', 'saber', 'humilhar', 'fazer', 'dizer']","Então, diante das, das, eh injustiças, diante de tudo que tem tem acontecido, eu tenho orado e o senhor tem colocado no meu coração essa questão de o quanto que nós, a nossa geração, esses que Estão dispostos a fazer muita coisa, que querem levantar eh a a bandeira do Evangelho do Reino no Brasil, querem trazer transformação, quanto quão disposto, de verdade a gente tá para entrar nesse lugar de se humilhar diante de Deus, sabe quebrantar o coração."
deus,PROPN,PROPN | appos,"['ó', 'senhor', 'deus', 'música', 'aplausos', 'glória', 'poder', 'daniel', 'pai', 'pastor']","Que o Senhor possa usar, ó Deus, a nossa língua, pai, como uma espada, ó Deus, que venha penetrar no coração daqueles que não estão penetrando."
deus,PROPN,NOUN | appos,"['glóriar', 'pai', 'senhor', 'povo', 'pessoa', 'vida', 'cara', 'servo', 'presidente', 'autoridade']","Obrigado a todos pelo, pelas orações, pelo apoio, por aquilo que temos caminhado juntos e vamos continuar nesses 21 dias, povo de Deus, orando e crendo que o Brasil é de Jesus, onde o avião brasileiro no mundo existe uma ponta de avivamento para explodir, para honra e glória do Senhor Jesus."
deus,PROPN,ADJ | amod,"['mesmo', 'poderoso', 'forte', 'livre', 'todo-poderoso', 'maravilhoso', 'querido', 'primeiro', 'soberano', 'próximo']","Senhor da Justiça, do pecado e do teu reino, senhor meu pai, que a gente possa ter total compreensão que o senhor trará juízo para aqueles que não se arrependem, porque o Senhor é um Deus de, O senhor é um Deus santo, senhor é um Deus poderoso."
deus,PROPN,VERB | parataxis,"['abençoar', 'querer', 'saber', 'ter', 'pedir', 'fazer', 'falar', 'olhar', 'entregar', 'ver']","Deus, eu quero agora apresentar diante de ti, em primeiro lugar, o Donald trump, grande peso sobre ele, ó Deus, que guerra espiritual que tá sendo travada, mas nós queremos declarar a Deus que o Senhor é senhor da terra."
deus,PROPN,SCONJ | mark,"['que', 'porque', 'se', 'de', 'pois', 'embora']","E aí é assim que a gente tem que fazer, porque senão a gente acaba não não tendo nenhum tipo de diferença para o mundo, porque o mundo, ele quer te ganhar na base do braço, né na base do argumento, e não estou dizendo também para isso ser motivo para você não estudar a bíblia, para você também não estudar, porque talvez Deus, talvez não vai chegar um momento que você vai ser colocado né a frente- e é bom ser um servo preparado com as palavras- né"
deus,PROPN,PROPN | flat:name,"['pai', 'deus', 'filho', 'santo', 'conosco', 'honra', 'jesus', 'forte', 'espírito', 'misericórdia']","Que a nossa boca profecia sobre Deus palavras, meu Deus, que venham do Senhor, que vem do alto, sabe, o pai."
deus,PROPN,PRON | nsubj,"['que', 'ele', 'eu', 'quem', 'esse', 'você', 'nós', 'aquilo', 'o', 'isso']","Existe pelo menos um bilhão de pessoas do mundo que acredita que Jesus, ele é Deus, que Ele veio, ele morreu, que ele deixou o espírito santo."
deus,PROPN,NOUN | ccomp,"['controle', 'filho', 'mão', 'senhor', 'instrumento', 'povo', 'glóriar', 'homem', 'palavra', 'olho']","E falo de todo meu coração, analisando a doutrina bíblica, se nós entendemos uma arma que o inferno pode usar contra a Igreja para que ela não vê não vivos propósito de Deus e não veja ela sendo instrumento de Deus em sua nação, é roubado no meio da igreja esse poder de ressurreição e vida."
