id_vd,id_ch,titulo,data_criacao,views,likes,coments,duracao,sentenca_idx,texto
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,23,Visitei o Clesão enquanto ele estava ainda vivo.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,24,Clesão morreu.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,25,"Estivemos aqui na Paulista, continuamos fazendo as manifestações."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,26,"Nós ocupamos a mesa da da Câmara ali do Congresso Nacional, depois aprovamos a urgência da anistia e aí o sistema pressionou e o que caiu no colo foi a dosimetria para poder reduzir as penas das pessoas do dia 8."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,27,"Então eu te pergunto, chegamos e conversamos com Jair Bolsonaro e ele disse, votem a favor da dosimetria."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,28,Jamais vocês podem votar contra reduzir a pena das pessoas que estão sofrendo.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,29,E nós votamos e nós aprovamos a redução de pena para as pessoas do dia 8it.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,30,E aí o que que o Lula fez? Ele vetou.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,31,"Só que eu quero dar um recado aqui pro Lula, seu bandido."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,32,Nós vamos derrubar o veto da tosimetria.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,33,"E não é por mim, nem somente por você."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,34,Eu quero chamar aqui a Norda.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,35,"João, vem cá."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,36,"Lula ladrão, seu lugar é na prisão."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,37,"Lula ladrão, seu lugar é na prisão."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,38,Lula seu lugar é na prisão.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,39,Lula >> e nós estamos aqui pelo fora Morais.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,40,Alguém aqui algum dia quer vir para Paulista para poder comemorar o do Morais? >>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,41,"Mas eu digo mais, o destino final do Alexandre de Moraes não é impachma não."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,42,"Destino do Alexandre Moraes é K, D e A. E eu digo por, senhores, não é por birra política, não."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,43,Eu vou dizer por quê.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,44,"Tá aqui do meu lado Norda, tá aqui do meu lado João."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,45,Ele tem um irmão chamado Bento e o seu pai é o Nelson.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,46,Sabe quem eles são?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,47,"Eles são uma das pessoas que o Morais está dizendo que são golpistas, que são fascistas, que são extremistas, que uma outra ministra aí nos chamou de tiranos."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,48,"Inclusive, sabe o que aconteceu com o pai do João?"
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,49,"Enquanto ele estava lá no dia 8, não quebrou uma janela sequer, não fez nada."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,50,"Ele literalmente pegou um dos artefatos que tinha ali no Congresso, que tava jogado no chão, que era uma bola que o Neymar assinou e deu de presente pro Congresso."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,51,"Ele pegou aquela bola, entregou pra polícia."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,52,E sabe o que que eles fizeram?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,53,Prenderam o pai dele chamado Nelson.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,54,"Ele inclusive deve estar assistindo aí agora em algum lugar e sabe a pena a condenação que deu pro pai do João, pro marido da norda."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,55,17 anos de cadeia.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,56,"Morais, quero dizer algo para você."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,57,Eu espero que não.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,58,"Eu espero que você não fuja da justiça dos homens, mas da justiça divina você não vai fugir."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,59,Você pode ter certeza disso.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,60,"Porque quem condena um pai, um marido inocente, como dessa criança aqui, como dessa mãe, ele não tá sendo simplesmente um opositor político, não."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,61,"Ele tá acabando com a oportunidade dele poder viver a liberdade com seu filho, de poder se deitar juntamente com a sua esposa, de poder orar junto, de ir pra igreja."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,62,"Um ministro do STF não tem o papel de destruir famílias, ele tem o papel de julgar."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,63,"O ministro do STF não tem um papel de a sua esposa fazer contrato com banco, não."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,64,Ele tem um papel de ser guardião da Constituição.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,65,"Então, o ministro Alexandre Moraes, se coloque no seu lugar de juízo."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,66,"Ó, o caso contrário, nós vamos te tirar da sua cadeira."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,67,Obrigado.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,68,Obrigado.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,69,"Nós estamos aqui por fora, Morais."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,70,Sabe por quê também?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,71,Tem vários e várias famílias.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,72,>>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,73,Nós estamos aqui por fora morais.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,74,Sabe por quê?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,75,"também, porque há uma perseguição política nesse país para quem veste verde e amarelo."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,76,"Se você tá de vermelho, tá tudo bem, não tem problema."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,77,"Se você roubou, você vira até presidente da República."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,78,"Agora, se você tá de verde amarelo, você é um fascista, você é um extremista e aí coloca pessoas que nunca roubaram um centavo na cadeia."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,79,"Quem devia estar na cadeia não é Jair Bolsonaro, não."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,80,"Quem devia estar na cadeia chama-se Luiz Inácio Lula da Silva, o maior corrupto que já pisou aqui nesse país."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,81,"Ou seja, por que perseguir um por que perseguir um homem que até hoje não conseguiu colocar absolutamente nada na ficha criminal dele?"
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,82,Tudo cai.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,83,"Ah, porque cutucou a baleia, arquivou."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,84,"Ah, porque leite moça, >> leite moça, caiu, >> foi arquivado aí vacina caiu, tudo cai."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,85,Por quê?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,86,Porque ele literalmente começou o que nós temos hoje.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,87,"E eu jamais deixarei de ser grato aquele que abriu os olhos de todos nós para o que é direita, para o que é esquerda, não é mesmo?"
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,88,"Então eu estive com ele na semana passada e falei: """
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,89,"Presidente, talvez você tá aqui, se sente sozinho, mas lá, no primeiro de março, eu quero que você sinta não somente o aplausos para você, que tá aqui sofrendo, mas pras vítimas né do dia 8it que estão ali sendo colocados realmente como reféns para todos os perseguidos políticos, como o Coronel Naim, como a Débora do Batom."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,90,E neste momento agora eu peço para que você dê uma salva de palmas para saber que ele e eles não estão sozinhos.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,91,"Nós estamos com vocês, perseguidos políticos."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,92,"Jair Bolsonaro, Débora do Batom, familiares do dia 8, Coronel Naime, Eduardo Bolsonaro que tá lá no Estados Unidos, todos os jornalistas exilados, nós estamos com vocês."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,93,[música] Eu acho que eles merecem mais aplausos.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,94,"Mais forte, mais forte."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,95,"Nós não somos um, nós somos milhões."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,96,E nós estamos aqui também por fora Tófoli. >>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,97,Fora Tófoli.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,98,>>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,99,Fora Tofoli.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,100,>>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,101,Fora Tofoli.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,102,>>
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,103,E por que fora Toófoli?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,104,Primeiro foi ele que iniciou o inquérito das fake news.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,105,Não é isso mesmo?
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,106,>> Minha memória tá boa.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,107,"Segundo, não tem como, não tem como você ter a esposa de um ministro com contrato 129 milhões com banco master."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,108,Você tem o Tofol que tá até aqui na cabeça envolvido também.
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,109,"E eu te pergunto, para que que tem juiz se envolvendo com contratos milionários com o banco?"
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,110,"vai julgar, meu amigo, vai ser guardião da Constituição."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,111,"Então é o seguinte, Tofali, o negócio é o seguinte."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,112,"Eu sei, e aqui eu vou expor, eu sei que há também uma vontade da esquerda de até derrubar o Tofre, porque eles podem estar brigados, mas eu quero lembrar aos senhores, eles estão achando que a gente pode derrubar um e vai parar."
BPK06LIJ8tw,UCxI9vN6UbxmBt8VIvUKtJaA,NIKOLAS DETONA NO ACORDA BRASIL EM SÃO PAULO,2026-03-01,39863,10263,761,1220,113,"É, >> se a gente derrubar um, cai outro, cai Morais, cai todo mundo, tá?"
